"ISSUEdtm","TARGETdtm","Power","U10","V10","U100","V100"
2012-05-09 12:00:00,2012-05-10 09:00:00,0.270557274,1.517697799,-1.585696775,4.646512815,-3.780656657
2012-05-09 12:00:00,2012-05-10 10:00:00,0.368104497,1.481955628,-1.794364213,4.604623964,-4.198906907
2012-05-09 12:00:00,2012-05-10 11:00:00,0.400056375,1.572292985,-2.22771523,4.621278567,-5.135017752
2012-05-09 12:00:00,2012-05-10 12:00:00,0.512827727,1.891223131,-2.539801178,4.94478162,-5.634767375
2012-05-09 12:00:00,2012-05-10 13:00:00,0.531904882,2.298526778,-2.731994871,5.516589667,-5.842477581
2012-05-09 12:00:00,2012-05-10 14:00:00,0.482567411,2.652020782,-2.789652979,6.057107247,-5.794936281
2012-05-09 12:00:00,2012-05-10 15:00:00,0.651724458,3.253746131,-2.766315173,6.81110656,-5.230100353
2012-05-09 12:00:00,2012-05-10 16:00:00,0.92726246,3.6335558,-2.849141502,7.295604111,-5.10388952
2012-05-09 12:00:00,2012-05-10 17:00:00,0.98665536,4.023577518,-2.915951691,7.518170174,-5.166711953
2012-05-09 12:00:00,2012-05-10 18:00:00,0.94502395,4.625302867,-1.985642698,8.138932661,-3.249212834
2012-05-09 12:00:00,2012-05-10 19:00:00,0.96720232,4.948553495,-0.348335478,8.20100891,-0.083188609
2012-05-09 12:00:00,2012-05-10 20:00:00,0.954703481,4.483905266,0.44057387,7.652921055,1.045351309
2012-05-09 12:00:00,2012-05-10 21:00:00,0.935156452,3.690114841,0.1715027,7.389475512,0.803117064
2012-05-09 12:00:00,2012-05-10 22:00:00,0.86176109,3.467413618,-0.466397318,7.067486514,-0.316367369
2012-05-09 12:00:00,2012-05-10 23:00:00,0.831030892,4.123734152,-0.796329824,7.092216077,-0.799703923
2012-05-09 12:00:00,2012-05-11 00:00:00,0.806879033,5.947763214,0.437370641,8.696104844,0.548431526
2012-05-10 12:00:00,2012-05-11 01:00:00,0.737524653,6.006300317,2.235617317,8.634715986,3.299585704
2012-05-10 12:00:00,2012-05-11 02:00:00,0.631331629,5.539108302,2.349636917,8.03482048,3.463853013
2012-05-10 12:00:00,2012-05-11 03:00:00,0.652382281,5.417060949,2.48838366,7.752147205,3.625937367
2012-05-10 12:00:00,2012-05-11 04:00:00,0.674090759,5.422747744,2.594618789,7.776750249,3.806576833
2012-05-10 12:00:00,2012-05-11 05:00:00,0.627008727,5.121347651,2.71596495,7.405087239,4.064165436
2012-05-10 12:00:00,2012-05-11 06:00:00,0.642326835,4.35319299,2.591871329,6.460225644,3.961020847
2012-05-10 12:00:00,2012-05-11 07:00:00,0.679353423,3.330444927,1.847309601,5.82106996,3.366711548
2012-05-10 12:00:00,2012-05-11 08:00:00,0.607367721,2.640593047,1.292780541,5.745166951,3.069829768
2012-05-10 12:00:00,2012-05-11 09:00:00,0.561695313,2.760015725,1.16960274,5.548866066,2.671986352
2012-05-10 12:00:00,2012-05-11 10:00:00,0.420825099,2.678650824,0.982317532,6.002190244,2.629964483
2012-05-10 12:00:00,2012-05-11 11:00:00,0.406540723,2.645842396,0.779921294,6.18226359,2.291060833
2012-05-10 12:00:00,2012-05-11 12:00:00,0.320928476,2.685212509,0.643006192,6.082281005,1.958706046
2012-05-10 12:00:00,2012-05-11 13:00:00,0.430504648,2.579788094,0.655369763,5.840961783,2.005639562
2012-05-10 12:00:00,2012-05-11 14:00:00,0.342167079,2.310321538,0.653996033,5.602259907,2.192282152
2012-05-10 12:00:00,2012-05-11 15:00:00,0.336716471,2.15021641,0.597673097,5.353088649,2.193373629
2012-05-10 12:00:00,2012-05-11 16:00:00,0.41048772,2.007609109,0.468542466,5.121715339,1.94942849
2012-05-10 12:00:00,2012-05-11 17:00:00,0.455784221,1.934993122,0.385660748,4.990324613,1.8391893
2012-05-10 12:00:00,2012-05-11 18:00:00,0.46518183,1.919682522,0.400313869,4.88981856,1.860473104
2012-05-10 12:00:00,2012-05-11 19:00:00,0.2373837,1.848816317,0.366428526,4.700322771,1.834277652
2012-05-10 12:00:00,2012-05-11 20:00:00,0.288318758,1.828693815,0.389324028,4.632271798,1.889942986
2012-05-10 12:00:00,2012-05-11 21:00:00,0.466309547,1.838755066,0.532649871,4.549563691,2.150806021
2012-05-10 12:00:00,2012-05-11 22:00:00,0.377220178,2.106034393,0.506091089,4.64169424,1.978898373
2012-05-10 12:00:00,2012-05-11 23:00:00,0.28690912,2.972176893,1.138464857,4.488841284,2.054210295
2012-05-10 12:00:00,2012-05-12 00:00:00,0.153932899,3.81819689,2.470067258,5.375074348,3.635214923
2012-05-11 12:00:00,2012-05-12 01:00:00,0.436237185,4.933817968,3.101211261,7.02759571,4.383090425
2012-05-11 12:00:00,2012-05-12 02:00:00,0.383328625,5.204477785,2.975789963,7.417080992,4.281909991
2012-05-11 12:00:00,2012-05-12 03:00:00,0.632647296,5.504918941,2.823463107,7.850740261,4.024495063
2012-05-11 12:00:00,2012-05-12 04:00:00,0.510196393,5.580686171,2.524604437,8.148645325,3.793863191
2012-05-11 12:00:00,2012-05-12 05:00:00,0.606146023,6.07470603,2.728258821,8.891522508,4.14601078
2012-05-11 12:00:00,2012-05-12 06:00:00,0.556526634,5.607401784,2.686037791,8.505269469,4.280918025
2012-05-11 12:00:00,2012-05-12 07:00:00,0.641669006,4.639070304,1.401193871,7.746769778,2.64020785
2012-05-11 12:00:00,2012-05-12 08:00:00,0.606897834,4.047385171,0.838246793,7.78825023,1.95327206
2012-05-11 12:00:00,2012-05-12 09:00:00,0.741189722,3.848550936,0.53359308,7.853972504,1.540118621
2012-05-11 12:00:00,2012-05-12 10:00:00,0.712151105,3.932201462,0.537732397,7.865824062,1.5634298
2012-05-11 12:00:00,2012-05-12 11:00:00,0.857626137,3.972493862,0.433007683,7.714447348,1.391323866
2012-05-11 12:00:00,2012-05-12 12:00:00,0.87971054,4.095122905,0.363467162,7.986494467,1.308990767
2012-05-11 12:00:00,2012-05-12 13:00:00,0.869843049,4.262423957,0.560498639,8.152416275,1.678993727
2012-05-11 12:00:00,2012-05-12 14:00:00,0.863546649,4.324176439,0.69419857,8.177735512,1.906153721
2012-05-11 12:00:00,2012-05-12 15:00:00,0.929423912,4.4555647,0.851492607,8.093697194,2.115954327
2012-05-11 12:00:00,2012-05-12 16:00:00,0.890141881,4.690311725,1.322960784,8.108780994,2.788010641
2012-05-11 12:00:00,2012-05-12 17:00:00,0.949158892,4.472645174,2.234438333,7.502735431,4.168329994
2012-05-11 12:00:00,2012-05-12 18:00:00,0.869561113,3.924318167,3.434426259,6.433940412,6.106133698
2012-05-11 12:00:00,2012-05-12 19:00:00,0.838548985,3.765776332,3.24691521,6.388150303,6.008425142
2012-05-11 12:00:00,2012-05-12 20:00:00,0.852175528,3.657599998,2.605735046,6.329431222,5.032331543
2012-05-11 12:00:00,2012-05-12 21:00:00,0.668640151,3.385188338,2.287835519,6.063309881,4.70895094
2012-05-11 12:00:00,2012-05-12 22:00:00,0.740343937,3.409276185,2.423605109,5.723924366,4.626617842
2012-05-11 12:00:00,2012-05-12 23:00:00,0.724180037,3.313800716,2.547784611,5.656047263,5.161286998
2012-05-11 12:00:00,2012-05-13 00:00:00,0.571656786,3.922566323,4.514787931,5.878533323,6.887306167
2012-05-12 12:00:00,2012-05-13 01:00:00,0.439902256,3.068058788,3.936170044,4.619073322,6.171768279
2012-05-12 12:00:00,2012-05-13 02:00:00,0.354008075,3.171634521,4.313634872,4.786103572,6.859187635
2012-05-12 12:00:00,2012-05-13 03:00:00,0.333897176,3.147503974,5.769897844,4.661769257,8.72065122
2012-05-12 12:00:00,2012-05-13 04:00:00,0.273188602,3.190196481,5.560551453,4.792672177,8.488585468
2012-05-12 12:00:00,2012-05-13 05:00:00,0.398364803,2.951118443,6.212869311,4.325832013,9.286825821
2012-05-12 12:00:00,2012-05-13 06:00:00,0.373837046,2.148870555,5.467101422,3.174449336,8.472675523
2012-05-12 12:00:00,2012-05-13 07:00:00,0.265482561,1.390057653,4.112075984,2.080776549,6.926667747
2012-05-12 12:00:00,2012-05-13 08:00:00,0.194812513,1.063738406,3.178491858,1.841022454,6.488321326
2012-05-12 12:00:00,2012-05-13 09:00:00,0.253547591,0.910416621,2.962732229,1.645371853,6.398896462
2012-05-12 12:00:00,2012-05-13 10:00:00,0.121981016,0.673194779,2.860120431,1.156949128,6.308922979
2012-05-12 12:00:00,2012-05-13 11:00:00,0.219434261,0.647208036,2.974184439,1.027922952,5.972071036
2012-05-12 12:00:00,2012-05-13 12:00:00,0.219622213,0.687673107,2.331486437,1.276122396,5.624246718
2012-05-12 12:00:00,2012-05-13 13:00:00,0.258528333,0.662057603,1.992501033,1.186507852,5.287394775
2012-05-12 12:00:00,2012-05-13 14:00:00,0.138144907,0.674308496,2.014031187,1.06780377,5.037773222
2012-05-12 12:00:00,2012-05-13 15:00:00,0.108636402,0.748927573,2.136340785,1.224981112,5.27587378
2012-05-12 12:00:00,2012-05-13 16:00:00,0.135513578,0.639783252,2.387831308,0.978658412,5.608336773
2012-05-12 12:00:00,2012-05-13 17:00:00,0.074898973,0.732964288,2.481281338,1.184161921,5.680205835
2012-05-12 12:00:00,2012-05-13 18:00:00,0.100648433,0.839881175,2.776748345,1.406086944,5.945737334
2012-05-12 12:00:00,2012-05-13 19:00:00,0.051780848,0.608970399,2.731855684,1.011032252,5.980300318
2012-05-12 12:00:00,2012-05-13 20:00:00,0.031575981,0.552913281,2.611378439,0.883413635,5.53646771
2012-05-12 12:00:00,2012-05-13 21:00:00,0.100930362,0.559224348,2.2540695,0.973966551,5.205101955
2012-05-12 12:00:00,2012-05-13 22:00:00,0.051029037,0.723683308,2.44967324,1.135835754,4.874833438
2012-05-12 12:00:00,2012-05-13 23:00:00,0.026971146,0.854359503,3.76163837,1.221227623,5.625343955
2012-05-12 12:00:00,2012-05-14 00:00:00,0.012498825,0.665769995,4.213771605,0.955199107,5.975911368
2012-05-13 12:00:00,2012-05-14 01:00:00,0.016058171,-0.239462737,4.772472462,-0.372172354,7.333227013
2012-05-13 12:00:00,2012-05-14 02:00:00,0.097171315,0.138175064,4.167412516,0.133009253,6.226725188
2012-05-13 12:00:00,2012-05-14 03:00:00,0.081477304,0.468233828,4.18250667,0.656279203,6.009027387
2012-05-13 12:00:00,2012-05-14 04:00:00,0.088995393,1.097075628,4.114798607,1.510738119,5.830443139
2012-05-13 12:00:00,2012-05-14 05:00:00,0.076872473,1.260774128,3.754263957,1.786800702,5.53143032
2012-05-13 12:00:00,2012-05-14 06:00:00,0.065313408,1.106059082,3.454105922,1.65630622,5.418206877
2012-05-13 12:00:00,2012-05-14 07:00:00,0.018695375,0.747053632,2.786081791,1.272574923,5.140809443
2012-05-13 12:00:00,2012-05-14 08:00:00,0.102058076,0.672524233,2.426840925,1.232522161,5.140809443
2012-05-13 12:00:00,2012-05-14 09:00:00,0.034959119,0.823579353,2.527756126,1.442260817,5.101181238
2012-05-13 12:00:00,2012-05-14 10:00:00,0.114180996,0.7903073,2.393202524,1.401346705,4.980238015
2012-05-13 12:00:00,2012-05-14 11:00:00,0.102058073,0.730417605,2.248729907,1.218740566,4.695120801
2012-05-13 12:00:00,2012-05-14 12:00:00,0.026595244,0.675518718,2.312556616,1.003833813,4.373977945
2012-05-13 12:00:00,2012-05-14 13:00:00,0.038060332,0.460581256,2.330238339,0.624839939,4.252520071
2012-05-13 12:00:00,2012-05-14 14:00:00,0,0.41865847,1.788142578,0.661877976,3.891234358
2012-05-13 12:00:00,2012-05-14 15:00:00,0.019641009,0.76502054,1.058448046,1.235536885,3.211893703
2012-05-13 12:00:00,2012-05-14 16:00:00,0,1.548910106,1.319792542,2.003860829,3.224760003
2012-05-13 12:00:00,2012-05-14 17:00:00,0,1.553568194,1.388794389,2.576227714,3.635452308
2012-05-13 12:00:00,2012-05-14 18:00:00,0,1.559889884,1.415532604,2.744190908,3.762056703
2012-05-13 12:00:00,2012-05-14 19:00:00,0,1.257114202,1.228796356,2.495691516,3.644716045
2012-05-13 12:00:00,2012-05-14 20:00:00,0,1.044505784,1.019203245,2.225227706,3.412093335
2012-05-13 12:00:00,2012-05-14 21:00:00,0,1.129349519,0.938126075,2.341079242,3.160943153
2012-05-13 12:00:00,2012-05-14 22:00:00,0,1.217187739,0.916131736,2.645566366,3.168662934
2012-05-13 12:00:00,2012-05-14 23:00:00,0,1.358261243,1.411219989,2.131771262,2.82744865
2012-05-13 12:00:00,2012-05-15 00:00:00,0,0.920068307,3.481275399,1.369907441,4.639538383
2012-05-14 12:00:00,2012-05-15 01:00:00,0,-0.01055138,3.444948704,0.044576173,4.766851892
2012-05-14 12:00:00,2012-05-15 02:00:00,0,-0.074253249,3.069463184,-0.085353942,4.179284628
2012-05-14 12:00:00,2012-05-15 03:00:00,0,-0.185657448,2.914187218,-0.206335701,3.923165564
2012-05-14 12:00:00,2012-05-15 04:00:00,0,-0.227434023,2.968634635,-0.258952029,4.040776216
2012-05-14 12:00:00,2012-05-15 05:00:00,0,-0.270988324,2.634287164,-0.327675395,3.712243982
2012-05-14 12:00:00,2012-05-15 06:00:00,0,-0.264469993,2.729872629,-0.377070315,3.848808417
2012-05-14 12:00:00,2012-05-15 07:00:00,0,-0.214397361,1.736106442,-0.522749535,3.794377041
2012-05-14 12:00:00,2012-05-15 08:00:00,0.003183442,-0.394836609,1.534852657,-0.987706061,3.705926055
2012-05-14 12:00:00,2012-05-15 09:00:00,0.007142187,-0.706827623,1.350941382,-1.806301578,3.549435849
2012-05-14 12:00:00,2012-05-15 10:00:00,0,-0.965486841,1.142024627,-2.495324914,3.125648707
2012-05-14 12:00:00,2012-05-15 11:00:00,0,-1.508878598,1.078300984,-3.015403307,2.436994602
2012-05-14 12:00:00,2012-05-15 12:00:00,0,-1.984716745,0.837925721,-3.120278028,1.621981946
2012-05-14 12:00:00,2012-05-15 13:00:00,0,-2.014345522,0.457197117,-2.724760736,0.939645769
2012-05-14 12:00:00,2012-05-15 14:00:00,0,-1.766352664,-0.054608601,-2.368974141,0.340900633
2012-05-14 12:00:00,2012-05-15 15:00:00,0.00168276,-1.382067435,-0.17842606,-2.170678594,-0.121280068
2012-05-14 12:00:00,2012-05-15 16:00:00,0,-1.145333513,-0.213111081,-2.180342817,-0.451756279
2012-05-14 12:00:00,2012-05-15 17:00:00,0,-0.888155734,-0.281674495,-1.990995625,-0.763278708
2012-05-14 12:00:00,2012-05-15 18:00:00,0,-0.837786815,-0.500270791,-1.718249764,-1.027173682
2012-05-14 12:00:00,2012-05-15 19:00:00,7.64e-05,-0.987708423,-0.652320244,-1.750821777,-1.270170896
2012-05-14 12:00:00,2012-05-15 20:00:00,0.006484353,-0.831564772,-0.687811894,-1.647378793,-1.840728355
2012-05-14 12:00:00,2012-05-15 21:00:00,0.03298562,-0.686383768,-0.8555906,-1.059292901,-2.425865647
2012-05-14 12:00:00,2012-05-15 22:00:00,0.049149515,-0.505648232,-1.409340996,-0.083922205,-2.857914693
2012-05-14 12:00:00,2012-05-15 23:00:00,0.054976034,0.22914542,-1.547677766,0.734315377,-2.581383864
2012-05-14 12:00:00,2012-05-16 00:00:00,0.081007422,0.94971726,-1.679964823,1.410811016,-2.366088332
2012-05-15 12:00:00,2012-05-16 01:00:00,0.044168779,1.265049161,-2.179502575,1.683074856,-2.899447945
2012-05-15 12:00:00,2012-05-16 02:00:00,0.040033831,1.390754836,-2.133363933,1.839780243,-2.882945363
2012-05-15 12:00:00,2012-05-16 03:00:00,0.038060333,1.747614655,-2.025485811,2.300323903,-2.794797424
2012-05-15 12:00:00,2012-05-16 04:00:00,0.023869937,2.020393194,-1.825662337,2.677551351,-2.556918739
2012-05-15 12:00:00,2012-05-16 05:00:00,0.012968704,1.964339008,-1.76159933,2.616570974,-2.44462068
2012-05-15 12:00:00,2012-05-16 06:00:00,0.003271544,1.602484262,-1.699859851,2.189708336,-2.438985652
2012-05-15 12:00:00,2012-05-16 07:00:00,0,0.899586967,-1.104040688,2.093628789,-2.677266839
2012-05-15 12:00:00,2012-05-16 08:00:00,0,1.231194653,-2.198754671,2.033002949,-3.165501771
2012-05-15 12:00:00,2012-05-16 09:00:00,0,0.789421067,-2.179834508,2.011376187,-3.764022252
2012-05-15 12:00:00,2012-05-16 10:00:00,0,0.438111167,-2.036771522,1.855734411,-4.280432324
2012-05-15 12:00:00,2012-05-16 11:00:00,0,0.127038184,-2.108468982,1.441635108,-4.682934329
2012-05-15 12:00:00,2012-05-16 12:00:00,0,-0.001442451,-2.291363889,1.232103696,-4.928863054
2012-05-15 12:00:00,2012-05-16 13:00:00,0,0.066821558,-2.247880708,1.313647224,-5.194514377
2012-05-15 12:00:00,2012-05-16 14:00:00,0.029408655,0.086801268,-2.188796691,1.357609821,-5.539458595
2012-05-15 12:00:00,2012-05-16 15:00:00,0.039188046,0.042679409,-2.231616006,1.238485364,-5.853410159
2012-05-15 12:00:00,2012-05-16 16:00:00,0.049807348,0.083748812,-2.212363911,1.237067215,-6.011190945
2012-05-15 12:00:00,2012-05-16 17:00:00,0.124894273,0.152290317,-2.250536169,1.325701484,-6.059088684
2012-05-15 12:00:00,2012-05-16 18:00:00,0.169720888,0.226381741,-2.264477342,1.41220853,-6.105376414
2012-05-15 12:00:00,2012-05-16 19:00:00,0.267080152,0.322395347,-2.275099188,1.552959749,-6.223712004
2012-05-15 12:00:00,2012-05-16 20:00:00,0.300723607,0.3531974,-2.347128579,1.585931697,-6.401215388
2012-05-15 12:00:00,2012-05-16 21:00:00,0.365661117,0.35180992,-2.460649556,1.53948734,-6.641106583
2012-05-15 12:00:00,2012-05-16 22:00:00,0.419227509,0.458923365,-2.644208329,1.648330222,-6.741732084
2012-05-15 12:00:00,2012-05-16 23:00:00,0.467343287,0.879052265,-3.547729088,1.922741918,-6.469238227
2012-05-15 12:00:00,2012-05-17 00:00:00,0.445728771,1.152108301,-3.958661747,1.857507097,-6.005555917
2012-05-16 12:00:00,2012-05-17 01:00:00,0.46894087,1.312197432,-3.880522825,1.93669874,-5.574794101
2012-05-16 12:00:00,2012-05-17 02:00:00,0.467907138,1.775992248,-4.026835648,2.477052103,-5.686091188
2012-05-16 12:00:00,2012-05-17 03:00:00,0.402123851,1.957087389,-3.930898885,2.764080852,-5.482422025
2012-05-16 12:00:00,2012-05-17 04:00:00,0.312564602,1.696202805,-3.954975679,2.404932506,-5.536493484
2012-05-16 12:00:00,2012-05-17 05:00:00,0.196598062,1.443386816,-3.809033268,2.099420846,-5.425646993
2012-05-16 12:00:00,2012-05-17 06:00:00,0.162390748,0.919824627,-3.099323475,1.64387143,-5.285962391
2012-05-16 12:00:00,2012-05-17 07:00:00,0.175829336,0.316771832,-2.148475333,1.192308526,-5.526580383
2012-05-16 12:00:00,2012-05-17 08:00:00,0.146696736,0.040646567,-2.298492278,0.791845436,-6.133983107
2012-05-16 12:00:00,2012-05-17 09:00:00,0.10525326,-0.083669569,-2.505182291,0.425448889,-6.601701228
2012-05-16 12:00:00,2012-05-17 10:00:00,0.187764301,0.242062615,-2.555928764,1.111853498,-6.606207183
2012-05-16 12:00:00,2012-05-17 11:00:00,0.185132972,0.054094226,-2.738541983,0.816126908,-6.872058523
2012-05-16 12:00:00,2012-05-17 12:00:00,0.247345168,-0.202606642,-2.894855935,0.153641362,-7.355998082
2012-05-16 12:00:00,2012-05-17 13:00:00,0.289070567,-0.075600974,-2.92078479,0.308752858,-7.405563586
2012-05-16 12:00:00,2012-05-17 14:00:00,0.311060987,0.072323275,-3.164516024,0.584546895,-7.552908312
2012-05-16 12:00:00,2012-05-17 15:00:00,0.297246491,0.106689515,-3.169331383,0.63637153,-7.273088512
2012-05-16 12:00:00,2012-05-17 16:00:00,0.354759883,0.176916178,-3.354537487,0.845844531,-7.236139681
2012-05-16 12:00:00,2012-05-17 17:00:00,0.362559901,-0.198422925,-3.486404234,0.048904862,-7.485318988
2012-05-16 12:00:00,2012-05-17 18:00:00,0.411427482,0.082184892,-3.669387865,0.5305478,-7.688988151
2012-05-16 12:00:00,2012-05-17 19:00:00,0.449769751,0.250430047,-3.630864996,0.858528882,-7.59616548
2012-05-16 12:00:00,2012-05-17 20:00:00,0.469880634,0.540301807,-3.680500232,1.409754547,-7.621398827
2012-05-16 12:00:00,2012-05-17 21:00:00,0.430128732,0.739625997,-3.766065452,1.914954137,-7.528576156
2012-05-16 12:00:00,2012-05-17 22:00:00,0.265482564,0.53910646,-3.280455045,1.545295901,-6.844572198
2012-05-16 12:00:00,2012-05-17 23:00:00,0.12667982,1.147538319,-3.650496843,2.289686115,-6.475083895
2012-05-16 12:00:00,2012-05-18 00:00:00,0.083826704,1.488212346,-4.173518883,2.451683401,-6.480941636
2012-05-17 12:00:00,2012-05-18 01:00:00,0.041349498,2.521233573,-4.134225125,3.728287771,-5.975255045
2012-05-17 12:00:00,2012-05-18 02:00:00,0.085424299,3.271024357,-3.849550399,4.738657829,-5.510640626
2012-05-17 12:00:00,2012-05-18 03:00:00,0.19199323,3.459785325,-3.582092288,4.963467288,-5.077983813
2012-05-17 12:00:00,2012-05-18 04:00:00,0.243586121,3.911550907,-2.965897627,5.554758582,-4.23823627
2012-05-17 12:00:00,2012-05-18 05:00:00,0.181091999,4.827689482,-2.15711711,7.046984386,-3.286391281
2012-05-17 12:00:00,2012-05-18 06:00:00,0.205713744,4.152142345,-1.434419669,6.5371335,-2.166400121
2012-05-17 12:00:00,2012-05-18 07:00:00,0.207499291,2.703340629,-0.912716197,5.376183521,-1.599029709
2012-05-17 12:00:00,2012-05-18 08:00:00,0.119067751,1.886660523,-0.681693247,5.056360253,-1.233729695
2012-05-17 12:00:00,2012-05-18 09:00:00,0.21332581,1.702452232,-0.786594483,4.890510256,-1.251920947
2012-05-17 12:00:00,2012-05-18 10:00:00,0.235974058,1.731169114,-0.799006461,4.964315626,-1.26027909
2012-05-17 12:00:00,2012-05-18 11:00:00,0.183065498,1.856542818,-0.69250368,4.808221511,-0.874329546
2012-05-17 12:00:00,2012-05-18 12:00:00,0.136829244,2.000127227,-0.600014423,4.873967674,-0.520337608
2012-05-17 12:00:00,2012-05-18 13:00:00,0.102246028,2.040751109,-0.606820992,4.905356164,-0.437247834
2012-05-17 12:00:00,2012-05-18 14:00:00,0.20477398,1.807163789,-0.890294559,4.375145176,-0.642268165
2012-05-17 12:00:00,2012-05-18 15:00:00,0.168875101,1.386916736,-1.253044632,3.662965777,-0.886129278
2012-05-17 12:00:00,2012-05-18 16:00:00,0.174137764,1.12916521,-1.09889587,3.81990823,-1.627545726
2012-05-17 12:00:00,2012-05-18 17:00:00,0.237477673,1.079435975,-1.053251821,3.71089685,-1.377784747
2012-05-17 12:00:00,2012-05-18 18:00:00,0.132976223,1.313023296,-1.168162717,3.892865261,-1.790775342
2012-05-17 12:00:00,2012-05-18 19:00:00,0.066817028,1.492678911,-0.968770292,4.111736357,-1.50659848
2012-05-17 12:00:00,2012-05-18 20:00:00,0.016257869,1.55221391,-0.644056926,3.734226134,-0.838930353
2012-05-17 12:00:00,2012-05-18 21:00:00,0.047363967,1.417034441,-0.234061259,3.003807477,0.102589872
2012-05-17 12:00:00,2012-05-18 22:00:00,0.053942298,1.205159886,0.368520265,1.898423609,1.090817366
2012-05-17 12:00:00,2012-05-18 23:00:00,0.002234869,0.756546156,1.968464296,0.593256241,2.98959079
2012-05-17 12:00:00,2012-05-19 00:00:00,0.000922141,-0.484583473,3.285335147,-0.850190152,4.906063811
2012-05-18 12:00:00,2012-05-19 01:00:00,0.039464099,0.608873531,2.687463261,0.775777564,3.749648402
2012-05-18 12:00:00,2012-05-19 02:00:00,0.097359267,0.783891661,2.504804218,1.007171899,3.36757602
2012-05-18 12:00:00,2012-05-19 03:00:00,0.053942297,1.154393751,2.492438518,1.491977567,3.333112921
2012-05-18 12:00:00,2012-05-19 04:00:00,0.025561507,1.346701979,2.731979779,1.769996133,3.694337256
2012-05-18 12:00:00,2012-05-19 05:00:00,0.042853115,1.30929891,2.911459071,1.724667019,3.983231629
2012-05-18 12:00:00,2012-05-19 06:00:00,0.043886852,1.180858186,2.990246241,1.565367561,4.215963915
2012-05-18 12:00:00,2012-05-19 07:00:00,0,0.850229178,2.082250608,1.566662678,4.228728026
2012-05-18 12:00:00,2012-05-19 08:00:00,0.013153721,0.814943265,1.778761017,1.805827719,4.616331523
2012-05-18 12:00:00,2012-05-19 09:00:00,0.020008106,0.670976738,1.807025473,1.609401558,4.917564537
2012-05-18 12:00:00,2012-05-19 10:00:00,0.003474179,0.44655833,1.735657722,1.045593719,4.501454526
2012-05-18 12:00:00,2012-05-19 11:00:00,0,0.212259865,1.940575025,0.406669063,3.439480511
2012-05-18 12:00:00,2012-05-19 12:00:00,0.002140893,-0.242928417,0.809290193,-0.043168431,2.122649751
2012-05-18 12:00:00,2012-05-19 13:00:00,0,0.115929322,-0.358031819,0.152826024,1.250860986
2012-05-18 12:00:00,2012-05-19 14:00:00,0,0.535125972,-0.526205329,0.809882326,1.0181287
2012-05-18 12:00:00,2012-05-19 15:00:00,0,1.154040892,-0.731122632,1.527809152,0.963243023
2012-05-18 12:00:00,2012-05-19 16:00:00,0,1.461381197,-0.745961471,2.046719582,0.863682959
2012-05-18 12:00:00,2012-05-19 17:00:00,0,1.513604349,-0.836407728,2.37870138,0.63903461
2012-05-18 12:00:00,2012-05-19 18:00:00,0,1.566886078,-1.016593632,2.649812653,0.3305686
2012-05-18 12:00:00,2012-05-19 19:00:00,0.004228925,1.526660136,-1.192186562,2.81342917,-0.005978454
2012-05-18 12:00:00,2012-05-19 20:00:00,0.014942206,1.409510904,-1.359653461,2.869119224,-0.361246203
2012-05-18 12:00:00,2012-05-19 21:00:00,0.041537449,1.379165019,-1.592128607,2.950279924,-0.761613811
2012-05-18 12:00:00,2012-05-19 22:00:00,0.05507001,1.047124574,-1.457872444,3.008128507,-1.206230336
2012-05-18 12:00:00,2012-05-19 23:00:00,0.026219339,1.182269622,-1.22928366,2.797887759,-1.455130495
2012-05-18 12:00:00,2012-05-20 00:00:00,0.056291704,1.501607138,-0.868911852,2.148602163,-1.113052327
2012-05-19 12:00:00,2012-05-20 01:00:00,0.036838642,1.48478693,0.275589814,1.938258174,0.375340546
2012-05-19 12:00:00,2012-05-20 02:00:00,0.04416878,1.465223779,0.433892817,1.895533818,0.548859878
2012-05-19 12:00:00,2012-05-20 03:00:00,0.045484447,1.50741881,0.299917001,1.953877831,0.380910302
2012-05-19 12:00:00,2012-05-20 04:00:00,0.048867588,1.650498323,0.165941186,2.148664144,0.216816711
2012-05-19 12:00:00,2012-05-20 05:00:00,0.061272437,1.740258661,0.097895574,2.266730376,0.087426987
2012-05-19 12:00:00,2012-05-20 06:00:00,0.194906488,1.801249659,0.136678047,2.423386349,0.153407177
2012-05-19 12:00:00,2012-05-20 07:00:00,0.014266752,1.349379241,0.131389528,3.089978189,0.402332442
2012-05-19 12:00:00,2012-05-20 08:00:00,0.074147164,2.210541456,-0.084734617,3.369294411,0.269086732
2012-05-19 12:00:00,2012-05-20 09:00:00,0.086458039,2.124233439,-0.747914905,3.084465369,-0.171780905
2012-05-19 12:00:00,2012-05-20 10:00:00,0.073677284,1.651649096,-1.574686715,2.807905557,-0.874855533
2012-05-19 12:00:00,2012-05-20 11:00:00,0.066159193,1.170242156,-1.996710534,2.719700434,-1.700893244
2012-05-19 12:00:00,2012-05-20 12:00:00,0.069542336,0.900961143,-2.104948891,2.758749577,-2.606192873
2012-05-19 12:00:00,2012-05-20 13:00:00,0.075838737,0.908249375,-2.117288768,2.914486747,-3.239859768
2012-05-19 12:00:00,2012-05-20 14:00:00,0.116718352,0.914770425,-2.107769434,2.981099991,-3.57575892
2012-05-19 12:00:00,2012-05-20 15:00:00,0.121981014,0.912468878,-2.097544964,3.05184785,-3.850819196
